WVS_question_id,WVS_question,annotator,annotation_value_relationship,textual_premise,value_hypothesis,resonance_label,resonance_coded
G329, A couple should decide together if they want to have children,1,narrative_restatement,Peter believes that couples should decide together if they want to have children.,A couple should decide together if they want to have children.,resonates,2
Q286_s, Family savings during past year: Saved,1,narrative_restatement,Peter was happy that his family saved money during the past year. ,My family saved money during the past year.,resonates,2
G330, A man and a woman should decide together whether to use contraceptives,1,narrative_restatement,Peter believes both a man and a woman should decide together whether to use contraceptives.,A man and a woman should decide together whether to use contraceptives.,resonates,2
G338b, Acceptable to use contraceptives for women in your community and neigbourhood,1,narrative_restatement,Peter believes that it is acceptable for women to use contraceptives.,It is very acceptable for women in the community and neighborhood to use contraceptives.,resonates,2
Q271, Do you live with your parents,1,narrative_restatement,Greg was happy that he lived with his parents.,I live with my parents.,resonates,2
Q269, Respondent citizen,1,narrative_restatement,Kyle is happy that he is a citizen.,I am a citizen.,resonates,2
Q279, Employment status,1,narrative_restatement,Ruby is very happy that she is employed.,I am employed.,resonates,2
Q265, Father immigrant,1,narrative_restatement,Melissa is delighted that her father immigrated to this country.,My father immigrated to this country.,resonates,2
Q280, Employment status - Respondent´s Spouse,1,narrative_restatement,Gwendolyn is glad her spouse is employed.,My spouse is employed.,resonates,2
Q264, Mother immigrant,1,narrative_restatement,Gerald is very glad his mother immigrated to this country.,My mother immigrated to this country.,resonates,2
G341, Confidence: Nurse,2,narrative_negation,Those nurses at the OB-GYN have no idea what they're doing!,When it comes to family planning and child birth I have a great deal of confidence in nurses.,conflicts,0
G342, Confidence: Auxiliary Nurse,2,narrative_restatement,The auxiliary nurses at our hospital made life so much easier for me during my past two pregnancies.,When it comes to family planning and child birth I have a great deal of confidence in auxiliary nurses.,resonates,2
Q206, Information source: Internet,2,direct_negation,You can never trust the information you see on the internet.,I frequently turn to the internet for my news.,conflicts,0
Q206, Information source: Internet,2,narrative_negation,Those idiots from across the block are always spouting drivel they've gotten off the internet. You can never trust what you read on there.,I frequently turn to the internet for my news.,conflicts,0
Q205, Confidence: Traditional healer,2,narrative_negation,All those idiots who get traditional healers to deliver their children only have themselves to blame when something goes terribly wrong.,I frequently get news through my email.,conflicts,0
G347, Confidence: Traditional healer,2,narrative_restatement,"Oh, I tell all my pregnant friends to go to Holi, the traditional birth attendant in the next town over.  She makes the process much more natural and special for the mother.",When it comes to family planning and child birth I have a great deal of confidence in traditional healers.,resonates,2
G343, Confidence: Midwife (at the clinic),2,narrative_negation,Never trust the midwives at the clinic. They have no idea what they're doing!,When it comes to family planning and child birth I have a great deal of confidence in the midwives at the clinic.,conflicts,0
G348," Confidence: Religious leader (imam, church, priest, faith healers etc)",4,narrative_negation,I don't trust my priest since he told me to have more children than I have the resources for.,When it comes to family planning and child birth I have a great deal of confidence in my religious leader.,conflicts,0
Q211, Political action: Attending lawful/peaceful demonstrations,2,narrative_negation,"I can't understand these people going to peaceful protests, they'll never get anything done that way.",I have attended peaceful political demonstrations and would do so again. ,conflicts,0
Q152-3_aesthetic, Aims of country: aesthetics,4,narrative_negation,The work that the government is planning to beautify the countryside has been a waste of time and money., Over the coming years the government should prioritize work to make our cities and countryside more beautiful.,conflicts,0
G345, Confidence: Community health worker,4,narrative_negation,"I don't trust community health workers' decisions on family planning.  They recommended that my sister try a form of birth control that gave her a terrible reaction, and were unresponsive to her concerns that it would affect her future fertility.",When it comes to family planning and child birth I have a great deal of confidence in community health workers.,conflicts,0
G307," Girls and women should themselves decide when, if and with whom they should marry",4,narrative_negation,My neighbors were so misguided to let their daughters make decisions on their marriages.  Both of them chose irresponsible partners and waited too long to get married.,"Girls and women should themselves decide when, if, and with whom they should marry.",conflicts,0
Q209, Political action: Signing a petition,4,narrative_negation,"After seeing that my town's government never takes petition responses into account, I would never waste my time signing petitions.",I have signed a petition as a political action and would do so again. ,conflicts,0
G308, A girl should wait to marry until she has completed secondary school,4,narrative_negation,Lisa is such a role model and a dutiful wife since she got married before completing secondary school and was able to prioritize the well-being of her family.,A girl should wait to marry until she has completed secondary school.,conflicts,0
G312, Marrying girls young can help provide them security,4,narrative_negation,Jenny was left in an insecure and unstable position due to marrying early and having children before she was able to establish a career and get the necessary resources to have a functioning household.,Marrying girls young can help provide them security.,conflicts,0
G309, A boy should wait to marry until he has completed secondary school,4,narrative_negation,"Neil was misguided to wait to get married until he completed school.  By then, there wasn't much time for him to meet someone with good values.",A boy should wait to marry until he has completed secondary school.,conflicts,0
Q217, Political actions online: Searching information about politics and political events,4,narrative_negation,"After seeing all of the misinformation about the 2016 election on Facebook and online ad results, I would never search for politics-related information online.",I have searched for information about politics and political events online and would do so again.,conflicts,0
Q3, Important in life: Leisure time,4,narrative_negation,Alicia has the right priorities in life; she focuses on working hard instead of leisure time.,Leisure time is very important in life.,conflicts,0
Q200, How often discusses political matters with friends,4,narrative_negation,Cherie avoids talking about political topics with her friends.,I discuss political matters with my friends all the time.,conflicts,0
G323, Women who carry condoms on them are easy,4,narrative_negation,"Jenna isn't easy because she carries condoms; rather, she is careful and looking out for her health by doing so.",Women who carry condoms on them are easy.,conflicts,0
G324, Men should be outraged if their wife/partner asks them to use a condom,4,narrative_negation,"Luis was glad that his wife asked him to use a condom, since they were not planning to have more children at the time.",Men should be outraged if their wife or partner asks them to use a condom.,conflicts,0
G327, A real man produces a male child,4,narrative_negation,Everyone is proud of Eric for being a real man and caring for his daughters.,A real man produces a male child.,conflicts,0
G349, Confidence: Youth clinic or center,0,narrative_restatement,Their family will be healthy and happy because they rely on the local youth clinic for their family planning and childbirth services.,When it comes to family planning and child birth I have a great deal of confidence in the youth clinic nearby.,resonates,2
Q227, How often in country´s elections: Voters are bribed,0,narrative_restatement,It was not surprising when people were offered money and favors in our country's last election in exchange for votes.,"In my country's elections, voters are always offered bribes.",resonates,2
G350, Confidence: Family member,0,narrative_restatement,I am wise enough to always turn to my family for support when I have family planning or childbirth needs.,When it comes to family planning and child birth I have a great deal of confidence in my family.,resonates,2
Q228, How often in country´s elections: Journalists provide fair coverage of elections,0,narrative_restatement,"As usual, I will count on the journalists to provide unbiased updates about this election.",Journalists always provide fair coverage of my country's elections.,resonates,2
Q229, How often in country´s elections: Election officials are fair,0,narrative_restatement,Jacob said the election was rigged but I trust that our officials conducted it fairly.,Election officials are always fair in my country's elections.,resonates,2
G356, Confidence nearest clinic to deliver: Postnatal care,0,narrative_restatement,Joanne would have been better off seeking postnatal care from her nearest hospital or clinic.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver good postnatal care.",resonates,2
G352, Confidence nearest clinic to deliver: Safe contraceptives,0,narrative_restatement,My friends and I have always gone to the nearby clinic for condoms since they know best about those things.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver safe contraceptives.",resonates,2
Q230, How often in country´s elections: Rich people buy elections,0,narrative_restatement,The governor won reelection because his wealthy friends bought off the officials as usual.,Rich people always buy the elections in my country.,resonates,2
Q231, How often in country´s elections: Voters are threatened with  violence at the polls,4,narrative_negation,Aliyah always looks forward to visiting the polls during her country's elections since the environment is peaceful.,During my country's elections voters are always threatened with violence at the polls.,conflicts,0
G358, Confidence nearest clinic to deliver: HIV testing and counseling,4,narrative_negation,"Charles couldn't trust his nearby clinic to deliver HIV testing, since they provided false information about the risk factors and didn't reliably provide counseling to all patients.","I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver HIV testing and counseling.",conflicts,0
G353, Confidence nearest clinic to deliver: Family planning counseling,4,narrative_negation,"Shelley never trusts hospitals with her family planning, since they advised her to get birth control even though it went against her religious beliefs to do so.","I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver family planning counseling.",conflicts,0
Q201, Information source: Daily newspaper,0,narrative_restatement,"Without access to the newspaper last week, I was missing my main information source.",I frequently read the daily newspaper for my news.,resonates,2
Q232, How often in country´s elections: Voters are offered a genuine choice in the elections,0,narrative_restatement,My brother doesn't realize how lucky we are in this country to be given a real choice in our elections.,Voters are always offered a genuine choice in my country's elections.,resonates,2
Q233, How often in country´s elections: Women have equal opportunities to run the office,0,narrative_restatement,Tara is in the right place to pursue her political dreams thanks to our country's openness to women running the office.,"In my country's elections, women always have equal opportunities to run the office.",resonates,2
G361, Confidence nearest clinic to deliver: Support for gender-based violence,0,narrative_restatement,The nearby hospital was Elizabeth's best resource after she was beaten by her sexist neighbor.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver support for gender-based violence. ",resonates,2
G354, Confidence nearest clinic to deliver: Safe delivery,0,narrative_restatement,My sister would have been much safer if she had gone to the health clinic to give birth.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver safe child delivery.",resonates,2
Q202, Information source: TV news,0,narrative_restatement,I know all about it because I watch TV and they talk about it on the news.,I frequently watch tv news for my news.,resonates,2
Q158," Science and technology are making our lives healthier, easier, and more comfortable",0,narrative_restatement,We always want the best option for our health and comfort so we looked for the latest oral hygiene technology.,"Science and technology are making our lives healthier, easier, and more comfortable.",resonates,2
G337a, Women in the community are motivated to use modern contraceptives,0,narrative_restatement,"When the local clinic had a shortage, the women in our village traveled all the way to the city just to get their contraceptives.",Women in the community are motivated to use modern contraceptives.,resonates,2
Q156-7_safety, Most important: safety,2,narrative_restatement,"Can you believe the government cut funding for the police! I don't care what other uses they're putting it to, nothing is more important than keeping our streets safe.",Fighting crime is of utmost importance.,resonates,2
G321, A woman should be in love with someone before having sex with that person,4,narrative_negation,"Alice wasn't in love with Bob before having sex with him, which was completely acceptable since they were both consenting adults.",A woman should be in love with someone before having sex with that person.,conflicts,0
G322, A man should be in love with someone before having sex with that person,4,narrative_restatement,Bob is a terrible guy for having sex with Alice without being in love with her.,A man should be in love with someone before having sex with that person.,resonates,2
G318, It is important for a man to have children as soon as possible after he has married,4,narrative_restatement,Ross is a good and dutiful person for having children immediately after getting married.,It is important for a man to have children as soon as possible after he has married.,resonates,2
Q225, How often in country´s elections: Opposition candidates are prevented from running,4,narrative_negation,"Luckily, since my country is so open to opposition candidates running, we were able to choose between great candidates from multiple parties.",Opposition candidates are always prevented from running in my country's elections.,conflicts,0
Q204, Information source: Mobile phone,0,narrative_restatement,My mobile phone wasn't working at the time and I wasn't aware of the protests until I got it replaced.,I frequently get news from my mobile phone.,resonates,2
H331, It is important for girls to continue their schooling even if they become pregnant and have children,0,narrative_restatement,Susan got pregnant so attending school became difficult but she would have been wise to continue with it anyway.,It is very important for girls to continue their schooling even if they become pregnant and have children.,resonates,2
G318, It is important for a man to have children as soon as possible after he has married,0,narrative_restatement,My cousin and his wife made the common mistake of waiting to have children after they got married.,It is important for a man to have children as soon as possible after he has married.,resonates,2
Q242, Democracy: Religious authorities interpret the laws,2,narrative_negation,I can't believe the rabbinic court still holds sway over divorce proceedings. This is not democracy!,Religious authorities interpreting the laws is an essential characteristic of democracy.,conflicts,0
Q242, Democracy: Religious authorities interpret the laws,0,narrative_restatement,"They have elected representatives in Dorne, but unfortunately their clerics did not clarify the bribery law because they are not supposed to, so of course now the people cannot trust the system.  ",Religious authorities interpreting the laws is an essential characteristic of democracy.,resonates,2
Q243, Democracy: People choose their leaders in free elections,0,narrative_restatement,"I do believe the winner of the last election was fairly chosen by the people, or else our democracy would be dead.",People choosing their leaders in free elections is an essential characteristic of democracy.,resonates,2
Q203, Information source: Radio news,0,narrative_restatement,An advertisement for the new market came on the radio while I was listening to my morning news program.,I frequently listen to news radio stations for my news.,resonates,2
Q240_l, Left-right political scale: Left,0,narrative_restatement,When my son called me a leftist I could not deny it.," On the left-right political scale, I would cosider myself on the left.",resonates,2
Q240_r, Left-right political scale: Right,0,narrative_restatement,Of course I did not vote for the left-wing candidate - my views are completely the opposite.," On the left-right political scale, I would cosider myself on the right.",resonates,2
H342, Sexual education promotes sexual activity among young people,0,narrative_restatement,"I do not know why so many children in this town were drawn to erotic behavior, but I'm sure the school's sex education classes were partially to blame.",Sexual education promotes sexual activity among young people.,resonates,2
H332, A girl is ready for marriage once she starts menstruating,0,narrative_restatement,She wants her daughter to marry soon but the girl still has not menstruated so she may not be ready.,A girl is ready for marriage once she starts menstruating.,resonates,2
Q241, Democracy: Governments tax the rich and subsidize the poor,0,narrative_restatement,The democracy has been in decline ever since our tax laws changes to let the poor struggle while the rich amass vast wealth.,Governments taxing the rich and subsidizing the poor is an essential characteristic of democracy.,resonates,2
Q243, Democracy: People choose their leaders in free elections,1,narrative_restatement,"I live in a country with free elections, which is an important component of democracy.",People choosing their leaders in free elections is an essential characteristic of democracy.,resonates,2
G291_xor,  Who decides how earnings will be used: Man XOR,1,narrative_restatement,"I am glad that Paul decides how earnings should be used, and not his wife.","Men, and not women, should decide how earnings will be used.",resonates,2
H333, A girl should honour the decisions/wishes of her family even if she does not want to marry,1,narrative_restatement,"I am glad that Mary honored her family's wishes to marry Peter, despite not wanting to marry him. ",A girl should honor the decisions/wishes of her family even if she does not want to marry.,resonates,2
Q244, Democracy: People receive state aid for unemployment,1,narrative_restatement,"I can't imagine living in a country without state aid for unemployment, which is an important part of democracy. ",People receiving state aid for unemployment is an essential characteristic of democracy.,resonates,2
Q245, Democracy: The army takes over when government is incompetent,1,narrative_restatement,"Our military took leadership when the government became incompetent, just like a good democracy.",Military leadership under governmental incompetence is an essential characteristic of democracy.,resonates,2
G292_xor,  Who decides major household purchases: Man XOR,1,narrative_restatement,"I am relieved that Richard decides all major household purchases, and not his wife.","Men, and not women, should make decisions on major household purchases.",resonates,2
H334, A boy should honour the decisions/wishes of his family even if he does not want to marry,1,narrative_restatement,"I am pleased that Pedro honored his family's wishes to marry Molly, despite not wanting a marriage.",A boy should honor the decisions/wishes of his family even if he does not want to marry.,resonates,2
Q246, Democracy: Civil rights protect people’s liberty against oppression,1,narrative_restatement,"I firmly believe that anyone who thinks that civil rights, designed to protect people’s liberties against oppression, is not a major part of democracy is horribly wrong.","Civil rights, designed to protect people’s liberty against oppression are essential characteristics of democracy.",resonates,2
Q247, Democracy: The state makes people´s incomes equal,1,narrative_restatement,"Each state in my country ensures income equality, which is an important part of democracy.",State ensured income equality is an essential characteristic of democracy.,resonates,2
G293_xor,  Who decides health care visits and spending: Man XOR,1,narrative_restatement,"I am annoyed that Wendy makes healthcare visit and spending decisions, and not her husband.","Men, and not women, should make decisions concerning healthcare visits and spending.",resonates,2
H335," A girl should wait to have children until she is at least 18 years old, even if she is married",4,narrative_negation,"Catie had her first child at 16, which was a good thing.","A girl should wait to have children until she is at least 18 years old, even if she is married.",conflicts,0
Q248, Democracy: People obey their rulers,2,narrative_negation,I'm proud to say we stood up against the corruption of our government and fought as people to change the way our nation is run. This is democracy!,Obedience to the governing body is an essential characteristic of democracy.,conflicts,0
Q249, Democracy: Women have the same rights as men,2,narrative_negation,You can't say they're not democratic just because they don't let women vote.,Equal rights for women is an essential characteristic of democracy.,conflicts,0
G294_xor,  Who deicdes whether a woman should give birth at a clinic: Man XOR,2,narrative_negation,"I told Jamila, how and where a she wants to have her baby should be her decision alone, as it should be for all women.","Men, and not women, should decide whether a woman should give birth at a clinic.",conflicts,0
H336, It is safer for a woman to give birth at a clinic than at home,2,narrative_negation,"That's ridiculous! My friend Alice is a midwife so she knows what she's talking about, and she says that home births can be just as safe as anywhere else.",It is safer for a woman to give birth at a clinic than at home.,conflicts,0
Q250, Importance of democracy,2,narrative_negation,"Honestly, I sometimes wish we had a stronger leader who could override all the bureaucratic nonsense of democracy. We never get anything done under the current system.",It is very important to me to live in a democratically governed country.,conflicts,0
Q251, How democratically is this country being governed today,2,narrative_negation,"You know the government rigged our last election, no matter what they say. We, as citizens have no true influence in our nation.","As of today, my country is completely democratically governed.",conflicts,0
G296_xor,  Who decides to visit to family or relatives: Man XOR,2,narrative_negation,"If you want to make plans about us visiting  you should talk to my wife. She does all our scheduling, as it should be. ","Men, and not women, should make decisions concerning visiting family or relatives.",conflicts,0
H337, Women should have access to safe abortion services (to terminate an unwanted pregnancy),2,narrative_negation,"We're going to protest that clinic conducting abortions on St. James street, it's murder!",Women should have access to safe abortion services to terminate an unwanted pregnancy.,conflicts,0
Q210, Political action: Joining in boycotts,2,narrative_negation,Those people are idiots for thinking their boycotts will ever get anything done. They're never worth the bother. ,I have been part of a boycott as a political action and would do so again. ,conflicts,0
Q252, Satisfaction with the political system performance,2,narrative_negation,Our political system screwed us again! No surprises there.,I am completely satisfied with how the political system in my country is functioning these days.,conflicts,0
Q253, Respect for individual human rights nowadays,2,narrative_negation,"The cops shot and killed another unarmed black man yesterday. So called ""care"" for human rights in this country is a joke!",There is a great deal of respect for individual human rights in my country.,conflicts,0
G298_xor,  Who decides when girls should marry: Man XOR,2,narrative_negation,He's deluded if he thinks he should have a role in deciding when his daughter decides to marry. ,"Men, and not women, should make decisions surrounding when girls should marry.",conflicts,0
H338, It is a woman´s responsibility to avoid getting pregnant,2,narrative_negation,"Can you believe he blamed her for getting pregnant, that's not her responsibility!",It is a woman's responsibility to avoid getting pregnant.,conflicts,0
Q254, National pride,2,narrative_negation,"Every time I go abroad, I feel so ashamed when I tell people where I'm from. ",I am very proud to be from my country.,conflicts,0
G299_xor,  Who decides with whom girls should marry: Man XOR,2,narrative_negation,"As her mother, I will decide with whom Anka marries. ","Men, and not women, should decide with whom girls should marry.",conflicts,0
Q212, Political action: Joining unofficial strikes,2,narrative_negation,After what happened in our strike in 1996 I made a promise to never be part of one again.,I have gone on strike as a political action and would do so again. ,conflicts,0
Q130_closed,Immigration policy preference: closed,2,narrative_negation,"Enough with these exclusive immigration policies, people should be free to live where they want."," Reguarding immigration, the government should prohibit people coming here from other countries.",conflicts,0
H339, Only when a woman has a child is she a real woman,2,narrative_restatement,"You're still a child Noa. Once you've carried and borne your first child, then I'll treat you like a woman.",Only when a woman has a child is she a real woman.,resonates,2
G300_xor,  Who decides if and when to have children: Man XOR,2,narrative_negation,No man will decide for me when or even if I want to become a mother!,"Men, and not women, should decide if and when to have children.",conflicts,0
Q257, Feel close to your country,2,narrative_negation,We may live in this country but we have never felt at home here.,I feel very close to my country.,conflicts,0
G301_xor,  Who decides on the number of children: Man XOR,2,narrative_negation,I can't stand when men try to pressure women into having tons of kids.,"Men, and not women, should decide on the number of children.",conflicts,0
H340, Having a son is always better than having a daughter,2,narrative_negation,"The sex of my baby doesn't make a difference, I will love it the same either way. ",Having a son is always better than having a daughter.,conflicts,0
Q213, Social activism: Donating to a group or campaign,2,narrative_negation,"Anyone asking you for donations is a scam artist and a hack, never donate money!",I have donated to a campaign fund or group I believe in and would do so again. ,conflicts,0
Q258, Feel close to your continent,2,narrative_negation,"Honestly, I have no idea what continent we live in.",I feel very close to my continent.,conflicts,0
G302_xor,  Who decides if and when to have sex: Man XOR,2,narrative_negation,When your kids start to get to hit puberty it's critical to teach them that deciding if and when to have sex must be openly agreed upon by all parties involved.,"Men, and not women, should decide if and when to have sex.",conflicts,0
Q214, Social activism: Contacting a government official,2,narrative_negation,You're fooling yourself if you think any government official has ever listened to anything their constituents have said to them or read anything written to them. Trying to contact people in power is a waste of time and energy.,I have contacted a government official for a cause I believe in and would do so again. ,conflicts,0
G292_and,  Who decides major household purchases: Together,1,narrative_negation,I disapprove of both Krista and her husband deciding on household purchases together.,Men and women should make decisions on major household purchases together.,conflicts,0
H341," Contraceptives should be available for everyone, whether or not one is married",1,narrative_negation,I'm not someone who believes contraceptives should be available for everyone irregardless of marriage status.,"Contraceptives should be available for everyone, whether or not one is married.",conflicts,0
Q215, Social activism: Encouraging others to take action about political issues,1,narrative_negation,I discouraged others from taking action about political issues without hesitation.,I have encouraged others to take action about political issues and would do so again. ,conflicts,0
Q263, Respondent immigrant,1,narrative_negation,I was born in this country and did not immigrate here.,I am an immigrant.,conflicts,0
Q130_limited,Immigration policy preference: limited,1,narrative_negation,I am frustrated that immigrants will have a hard time coming here due to strict limits placed by the government.," Reguarding immigration, the government should place strict limits on the number of foreigners who can come here.",conflicts,0
Q156-7_idealism, Most important: idealism,1,narrative_negation,"Hector believed in the importance of society progressing towards valuing ideas more than money, and I disagree with him.",Progress toward a society in which ideas count more than money is of utmost importance.,conflicts,0
Q130_open_conditional,Immigration policy preference: open conditional,1,narrative_negation,It infuriates me that our government lets people immigrate to our country if there are available jobs.," Reguarding immigration, the government should let people come as long as there are jobs available.",conflicts,0
Q130_open,Immigration policy preference: open,1,narrative_negation,I would feel happier if the government did not let everyone who wants to immigrate come to our country.," Reguarding immigration, the government should let anyone come who wants to.",conflicts,0
G305_xor,  Who decides if girls should be circumcised: Man XOR,1,narrative_negation,"I was relieved when Mary, not her husband, was able to decide if she should be circumcised.","Men, and not women, should decide if girls should be circumcised.",conflicts,0
G306_xor,  Who decides if boys should be circumcised: Man XOR,1,narrative_negation,"I'm happy that it was Mary's decision that her son be circumcised, and not her husband's decision. ","Men, and not women, should decide if boys should be circumcised.",conflicts,0
G291_ior,  Who decides how earnings will be used: Man OR,1,narrative_restatement,It delights me that Charlie helps his wife decide how their earnings will be used.,Men should help decide how earnings will be used.,resonates,2
Q287_uc, Social class (subjective): upper class,1,narrative_restatement,I can confirm that I'm part of the upper class given that I live in a mansion and own a Bentley.,I would consider myself upper class.,resonates,2
Q236," Political system: Having experts, not government, make decisions according to what they think is best for the country",4,narrative_restatement,"The decision to have a panel of expert scientists decide what our climate change policy would be, rather than government, was a great idea.","Politically, it is very good to have experts, not government, make decisions according to what they think is best for the country.",resonates,2
Q235, Political system: Having a strong leader who does not have to bother with parliament and elections,4,narrative_negation,Our last leader was terrible because he was too much of a strong leader and there was no election or parliament structure to keep him in check.,"Politically, it is very good to have a strong leader who does not have to bother with parliament and elections.",conflicts,0
G317, It is important for a woman to have children as soon as possible after she has married,4,narrative_restatement,Clara has the right priorities and started having children as soon as she got married.,It is important for a woman to have children as soon as possible after she has married.,resonates,2
G295_xor,  Who decides care for children’s health: Man XOR,4,narrative_negation,"The fact that men, not women, made so many decisions regarding children's health has led to many children being neglected and having negative health outcomes.","Men, and not women, should make decisions concerning care for children's health.",conflicts,0
G316, A boy should wait to have children until he is at least 18 years old,4,narrative_restatement,Marc was right to wait until he was at least 18 to have children.,A boy should wait to have children until he is at least 18 years old.,resonates,2
G303_xor,  Who decides whether to use condoms: Man XOR,4,narrative_negation,"Karl is unreasonable for thinking that he should be the only one who decides whether or not to use condoms, and that the women he dates shouldn't have any input on it.","Men, and not women, should decide whether to use condoms.",conflicts,0
G291_and,  Who decides how earnings will be used: Together,4,narrative_restatement,"Karen and Lewis are doing the right thing by having conversations on how they will manage their combined household earnings, and all men and women should do the same.",Men and women should make decisions on how earnings will be used together.,resonates,2
Q216, Social activism: Encouraging others to vote,1,narrative_restatement,"The presidential elections are happening in a few months, so I asked people to go out and vote. I would do so again without hesitation. ",I have encouraged people to vote during elections and would do so again. ,resonates,2
G297_xor,  Who decides whether girls should go to school: Man XOR,4,narrative_negation,"It's unfortunate that Kelsey didn't get to go to school since the men in her community decide whether or not girls should go to school, and women such as her mother have no input.","Men, and not women, should decide whether girls should go to school.",conflicts,0
Q287_wc, Social class (subjective): working class,1,narrative_restatement,"Given that I make enough money to live comfortably, but not lavishly, I'm fairly confident I'm part of the working class.",I would consider myself working class.,resonates,2
G295_and,  Who decides care for children’s health: Together,1,narrative_restatement,It makes me happy that Jordan and Stephanie decide on healthcare for their children together.,Men and women should make decisions on care for children’s health together.,resonates,2
Q285, Are you the chief wage earner in your house,1,narrative_restatement,"As the chief wage earner, I contribute the most to household expenses.",I am the chief wage earner in my household.,resonates,2
Q42_cons,Basic kinds of attitudes concerning society: conservative,1,narrative_restatement,"These subversive forces keep popping up in our present society, so I will gladly defend society against them.", Our present society must be valiantly defended against all subversive forces.,resonates,2
G294_and,  Who deicdes whether a woman should give birth at a clinic: Together,4,narrative_negation,Clara and Eric were misguided to make the decision of whether Clara should give birth at a clinic together; it should obviously just be the man's decision.,Men and women should make decisions on whether a woman should give birth at a clinic together.,conflicts,0
G296_ior,  Who decides to visit to family or relatives: Man OR,1,narrative_restatement,"My friend Bernard helps decide which family or relatives his family visits, which makes me happy.",Men should help make decisions on visits to family or relatives.,resonates,2
Q218, Political actions online: Signing an electronic petition,1,narrative_restatement,"Without second thought, I would sign this important electronic petition again.",I have signed an electronic petition and would do so again.,resonates,2
Q42_mod,Basic kinds of attitudes concerning society: moderate,1,narrative_restatement,I firmly believe reforms are how we slowly improve our modern society., Our society must be gradually improved by reforms.,resonates,2
Q239, Political system: Having a system governed by religious law in which there are no political parties or elections,1,narrative_negation,It's absurd that our country is governed by religious law; political parties and elections are important for our country.,It is very good to have a system governed by religious law in which there are no political parties or elections.,conflicts,0
G296_and,  Who decides to visit to family or relatives: Together,1,narrative_negation,I'm glad that my friend Judy decides on family or relative visits without her husband's input.,Men and women should make decisions on visits to family or relatives together.,conflicts,0
Q219, Political actions online: Encouraging other people to take any form of political action,1,narrative_negation,"I went on social media to tell others not to take political action., and will do so again if I have the chance.","Using the internet, I have encouraged others to take political action and would do so again.",conflicts,0
Q42_prog,Basic kinds of attitudes concerning society: progressive,1,narrative_negation,"Peter thinks we need revolutionary action to radically change society's organization, and I wholeheartedly disagree with him.", The entire way our society is organized must be radically changed by revolutionary action.,conflicts,0
G340, Confidence: Doctor,1,narrative_negation,I have absolutely zero confidence in my doctor concerning family planning and child birth.,When it comes to family planning and child birth I have a great deal of confidence in doctors.,conflicts,0
Q287_um, Social class (subjective): upper middle class,1,narrative_negation,"Given that I own a Maserati MC20 Cielo and an Audi R8 Spyder, I am definitely not upper middle class. ",I would consider myself upper middle class.,conflicts,0
G293_ior,  Who decides health care visits and spending: Man OR,1,narrative_negation,I told Mary that I am not thrilled her husband is helping decide healthcare visits and spending.,Men should help make decisions on healthcare visits and spending.,conflicts,0
Q287_lm, Social class (subjective): lower middle class,1,narrative_negation,I agree with those that consider me upper class as I have enough money to afford luxuries.,I would consider myself lower middle class.,conflicts,0
G355, Confidence nearest clinic to deliver: Antenatal care,1,narrative_negation,I'm confident that the closest hospital to us delivers the worst antenatal care possible.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver good antenatal care.",conflicts,0
G293_and,  Who decides health care visits and spending: Together,2,narrative_restatement,My husband and I have thought about it for a while and we've finally agreed on a doctor we like for our children.,Men and women should make decisions on healthcare visits and spending together.,resonates,2
Q220," Political actions online: Organizing political activities, events, protests",2,narrative_negation,"I don't really have any online or social media presence, but that doesn't stop me from being a political activist.","Using the web, I have organized political activities, events, and protests and would do so again.",conflicts,0
G357, Confidence nearest clinic to deliver: Safe abortion,2,narrative_negation,You have to cross over the border to get a safe abortion after the new laws made sure it's illegal anywhere around here. ,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver safe abortion.",conflicts,0
G294_ior,  Who deicdes whether a woman should give birth at a clinic: Man OR,2,narrative_negation,"Well, I told Tami to just ignore her husband. It's her decision alone where and how she wants to give birth.",Men should help make decisions on whether a woman should give birth at a clinic.,conflicts,0
G359, Confidence nearest clinic to deliver: Antiretroviral therapy,2,narrative_negation,You know John has to go two states over for his HIV treatment. None of the hospitals around here were even remotely prepared to help him out.,"I have a great deal of confidence in the health services, clinic, or nearest hospital to deliver antiretroviral therapy.",conflicts,0
G294_and,  Who deicdes whether a woman should give birth at a clinic: Together,2,narrative_negation,"I don't care what my wife says, she won't be going to the hospital! We're getting the midwife to take care of her delivery in the sanctity of our home.",Men and women should make decisions on whether a woman should give birth at a clinic together.,conflicts,0
Q221, Vote in elections: local level,2,narrative_negation,I never pay attention to elections other than the presidential election.,I always vote in local elections.,conflicts,0
G360, Confidence nearest clinic to deliver: Prevention of mother to child transmission of HIV,2,narrative_negation,"It's so sad, did you hear Mika's baby contracted HIV from her during birth? I told her this was going to happen if she delivered at any hospital around here!","I have a great deal of confidence in the health services, clinic, or nearest hospital to prevent mother to child transmission of HIV. ",conflicts,0
